,classified.subtype,classified.price,classified.land.surface,classified.bedroom.count,classified.atticExists,classified.outdoor.terrace.exists,classified.wellnessEquipment.hasSwimmingPool
6817,house,388000,130,3,0,0,0
6818,house,379000,112,3,0,1,0
6819,exceptional property,480000,7800,2,0,1,0
6821,house,329000,530,3,0,1,0
6822,house,244000,315,4,0,0,0
6823,house,233000,326,3,1,0,0
6824,town house,475000,0,3,0,0,0
6825,house,495000,770,3,0,0,0
6826,house,199000,40,2,1,1,0
6828,house,695000,117,3,0,1,0
6829,house,249000,255,5,0,0,0
6830,house,725000,909,5,0,1,0
6831,house,250000,108,3,0,0,0
6833,mixed use building,175000,265,3,0,0,0
6834,house,270000,155,3,0,1,0
6835,house,220000,215,4,0,0,0
6836,house,399000,211,3,0,0,0
6838,house,259000,281,3,0,0,0
6839,house,1550000,141,9,0,1,0
6841,house,447000,342,3,0,1,0
6842,mansion,775000,686,4,0,0,0
6843,house,420000,361,3,0,1,0
6844,house,365000,250,3,0,1,0
6845,house,365000,105,3,0,0,0
6846,house,350000,502,5,0,1,0
6847,mixed use building,325000,121,3,1,1,0
6848,house,145000,100,2,1,1,0
6849,house,259000,142,2,1,1,0
6850,apartment block,385000,0,3,0,0,0
6851,house,599000,13000,7,0,0,0
6852,house,395000,0,4,1,1,0
6853,house,356000,0,5,1,1,0
6854,apartment block,430000,0,4,0,1,0
6855,house,475000,1392,3,0,1,0
6856,house,95000,70,3,1,1,0
6858,castle,539000,1661,4,0,0,0
6860,house,258500,329,3,0,0,0
6861,house,310000,282,3,1,1,0
6862,house,260000,258,4,0,1,0
6863,mixed use building,1395000,180,0,0,1,0
6864,house,120000,921,2,0,0,0
6865,house,70000,7158,5,0,0,0
6866,house,210000,492,3,0,0,0
6867,house,200000,1949,6,0,0,0
6868,house,170000,2329,3,0,0,0
6870,house,135000,442,3,0,0,0
6871,house,190000,0,3,0,1,0
6872,house,450000,650,4,0,0,0
6874,house,199000,357,4,0,0,0
6875,house,179000,539,3,1,1,0
6876,house,490000,2575,5,0,1,0
6877,house,332000,654,3,0,0,0
6878,house,369500,260,3,1,1,0
6879,mixed use building,625000,0,2,0,0,0
6880,mixed use building,360000,0,2,0,0,0
6881,house,240000,210,3,1,0,0
6883,house,99000,300,2,1,0,0
6884,house,175000,831,2,1,0,0
6885,house,220000,730,2,0,0,0
6886,house,70000,228,1,0,0,0
6887,apartment block,725000,94,3,0,0,0
6888,house,697500,1054,4,0,0,0
6889,house,190000,111,4,0,1,0
6890,house,195000,104,2,0,0,0
6891,house,430000,460,3,1,0,0
6892,house,299000,79,2,1,1,0
6893,house,150000,222,2,0,0,0
6894,house,195000,165,3,0,1,0
6895,villa,435000,1500,2,1,0,0
6896,house,165000,105,4,0,1,0
6897,house,325000,494,3,0,0,0
6898,house,220000,117,2,0,0,0
6899,house,32000,55,2,1,0,0
6901,house,799000,735,3,1,1,1
6902,house,250000,154,4,0,0,0
6904,house,476000,717,5,0,1,0
6905,house,275000,70,4,0,0,0
6906,house,185000,136,3,0,0,0
6907,apartment block,790000,370,0,0,0,0
6909,house,145000,350,4,0,1,0
6910,apartment block,1940000,87,8,0,1,0
6911,apartment block,1700000,145,9,0,0,0
6913,house,219000,317,2,0,1,0
6914,exceptional property,1200000,4827,10,0,0,0
6915,villa,895000,10000,11,0,0,1
6916,house,399000,2047,4,0,0,0
6917,house,249000,94,3,0,0,0
6918,house,325000,227,2,0,1,0
6919,house,165000,0,2,0,1,0
6921,house,230000,394,2,0,1,0
6922,house,325000,0,3,0,1,0
6924,exceptional property,475000,106,5,0,0,0
6925,house,475000,106,5,0,0,0
6926,villa,450000,2748,4,0,0,0
6928,house,365000,2040,3,1,1,0
6929,house,285000,104,6,0,1,0
6931,house,295000,99,4,0,1,0
6933,house,339000,105,4,0,0,0
6934,house,750000,2487,3,0,0,0
6935,house,320000,508,4,0,0,0
6936,house,268000,2443,3,0,0,0
6937,house,250000,370,3,0,1,0
6939,house,349000,347,3,0,1,0
6942,house,292000,174,3,1,0,0
6943,house,1940000,87,8,0,1,0
6944,house,1700000,145,9,0,1,0
6946,house,400000,1770,4,1,1,0
6947,house,394000,358,5,1,0,0
6948,house,339000,313,4,1,1,0
6949,house,249000,240,4,1,1,0
6950,mixed use building,1700000,30471,10,0,1,0
6951,house,135000,0,4,1,1,0
6952,chalet,2750000,19441,28,0,1,0
6953,house,368000,78,3,1,1,0
6955,house,238000,850,3,0,1,1
6956,house,280000,170,4,1,1,0
6957,house,205000,0,4,1,1,0
6959,house,175000,567,3,1,0,0
6960,farmhouse,780000,788,3,0,1,0
6961,bungalow,410000,665,2,1,1,0
6963,house,260000,440,3,0,1,0
6964,house,253740,162,3,0,0,0
6965,house,395000,311,3,0,0,0
6966,house,535000,1016,4,0,1,0
6967,house,295000,312,3,0,1,0
6968,house,420000,675,3,0,0,0
6970,house,375000,559,3,0,0,0
6971,house,595000,4500,5,0,0,0
6973,house,85000,180,1,1,1,0
6974,house,320000,1396,3,0,0,0
6975,house,365000,360,4,0,0,0
6976,house,575000,990,3,0,1,0
6977,apartment block,390000,0,3,0,0,0
6979,house,390000,0,3,0,0,0
6980,house,189000,69,3,0,0,0
6981,house,665000,587,3,1,0,0
6982,villa,698000,588,4,1,0,0
6983,country cottage,295000,407,5,0,0,0
6984,house,350000,720,4,0,1,0
6985,house,205000,330,3,0,0,0
6986,apartment block,785000,97,4,0,0,0
6988,house,220000,567,6,1,0,0
6990,villa,908000,614,4,1,0,0
6991,house,180000,2504,3,1,0,0
6992,house,235000,378,3,1,1,0
6994,house,257000,399,3,0,0,0
6995,house,450000,1062,4,0,0,0
6996,house,199000,0,3,0,1,0
6997,house,60000,0,4,1,0,0
6999,house,349000,247,3,0,0,0
7001,house,65000,0,2,0,0,0
7002,house,79500,55,3,1,1,0
7003,house,399000,98,4,0,1,0
7004,house,359000,421,4,0,1,0
7005,house,169000,208,5,0,0,0
7006,apartment block,830000,99,0,0,0,0
7008,house,765000,7252,3,0,1,0
7009,house,295000,532,3,0,0,0
7011,house,725000,532,6,0,0,0
7013,apartment block,249000,227,2,0,0,0
7014,house,350000,0,4,0,1,0
7016,house,205000,470,3,0,1,0
7017,house,205000,470,3,0,1,0
7018,house,286000,395,3,0,1,0
7019,house,425000,0,3,0,0,0
7020,house,65000,0,1,0,0,0
7022,apartment block,750000,320,13,0,1,0
7023,house,489000,1389,3,1,1,0
7024,house,97500,0,2,0,0,0
7025,mixed use building,495000,100,3,0,0,0
7026,mixed use building,420000,64,4,1,0,0
7027,house,170000,260,2,0,1,0
7028,house,170000,1447,0,0,0,0
7030,villa,449000,1113,6,0,1,0
7031,house,295000,153,3,1,1,0
7032,other property,50000,100,4,1,0,0
7033,apartment block,550000,119,7,1,1,0
7034,castle,1500000,24799,5,1,0,0
7036,house,375000,126,3,0,1,0
7038,house,895000,0,6,0,1,0
7039,house,355000,245,2,0,0,0
7040,house,325000,0,2,0,1,0
7042,house,300000,70,2,0,1,0
7043,house,325000,233,4,0,0,0
7044,house,410000,720,3,0,0,0
7045,house,249000,80,3,0,0,0
7047,house,490000,369,4,1,1,0
7048,house,485000,700,3,0,0,0
7051,apartment block,1350000,294,13,0,0,0
7053,country cottage,470000,5000,4,0,1,0
7055,apartment block,1060000,409,0,0,0,0
7056,house,310000,2699,2,0,0,0
7057,house,349000,162,3,0,0,0
7059,house,265000,420,3,0,1,0
7061,house,330000,326,4,0,0,0
7063,house,145000,90,4,0,0,0
7064,house,310000,503,3,0,0,0
7065,villa,400000,645,4,0,0,0
7066,house,228636,0,3,0,0,0
7068,house,275260,153,3,0,1,0
7070,house,229669,173,3,0,0,0
7071,house,215244,149,3,0,0,0
7072,house,232247,255,3,0,0,0
7073,house,251016,171,3,0,0,0
7074,house,255087,169,3,0,0,0
7075,house,236987,172,3,0,0,0
7076,house,241995,190,3,0,0,0
7077,house,140000,380,3,0,0,0
7079,house,319000,0,2,0,0,0
7081,house,319926,434,3,0,0,0
7083,house,338361,496,2,1,0,0
7084,villa,465000,458,3,0,0,0
7085,house,360000,0,3,0,0,0
7086,house,299000,43,3,0,0,0
7088,house,399000,520,4,0,0,0
7089,house,339000,188,4,0,0,0
7091,bungalow,275000,696,1,0,0,0
7093,house,159000,1490,3,1,0,0
7095,house,255000,150,1,0,1,0
7096,house,259000,0,3,0,1,0
7098,house,525000,270,4,0,1,0
7099,house,345000,75,3,0,1,0
7100,house,350000,2090,3,0,1,0
7102,apartment block,1350000,500,23,0,1,0
7103,apartment block,625000,150,8,0,1,0
7104,apartment block,860000,140,5,0,1,0
7105,house,329000,220,4,0,1,0
7106,house,725000,7399,3,0,0,0
7108,house,99900,40,2,1,0,0
7109,house,379000,955,3,0,0,0
7110,house,214990,523,1,1,0,0
7111,house,149900,460,4,1,1,0
7112,house,365000,480,3,1,1,0
7113,house,256000,410,3,0,1,0
7114,country cottage,795000,0,3,0,1,0
7115,villa,1350000,0,3,0,1,0
7116,house,600000,350,4,0,1,0
7117,apartment block,350000,714,3,0,1,0
7118,house,407364,151,3,1,1,0
7120,mixed use building,574000,160,2,0,1,0
7121,house,225000,248,3,1,1,0
7122,house,294000,273,3,0,0,0
7123,house,289000,133,3,0,1,0
7124,house,69000,116,2,0,0,0
7125,house,279000,98,3,0,0,0
7126,house,95000,122,2,1,0,0
7127,villa,465000,462,3,0,1,0
7128,house,645000,3440,4,0,0,0
7129,country cottage,189000,2800,3,0,1,0
7130,house,560000,1288,3,1,1,0
7131,house,581000,1465,3,1,1,0
7132,house,285000,276,4,0,0,0
7134,house,330000,707,3,0,0,0
7136,house,390000,519,3,0,0,0
7137,house,289000,317,4,0,1,0
7139,house,65000,0,2,0,0,0
7140,house,295000,90,3,0,1,0
7141,house,395000,390,4,0,1,0
7142,apartment block,1075000,105,6,0,1,0
7144,house,349000,116,3,0,0,0
7146,house,775000,1859,4,0,0,0
7148,mansion,465000,0,6,0,0,0
7149,bungalow,799000,5000,5,1,1,0
7150,house,289500,110,2,1,0,0
7151,house,359000,480,3,0,0,0
7152,mansion,549000,160,6,0,1,0
7153,exceptional property,5850000,1629,6,0,1,0
7154,house,195000,697,3,1,1,0
7155,villa,1245000,2220,5,0,1,0
7156,house,795000,166,4,0,1,0
7157,exceptional property,680000,5680,5,0,0,0
7159,house,299000,100,5,0,1,0
7160,house,290000,1400,4,1,1,0
7162,house,410000,160,4,0,1,0
7163,house,229500,276,3,0,1,0
7164,house,495000,277,5,0,1,0
7166,house,397500,207,4,0,1,0
7168,house,295000,475,2,1,1,0
7170,house,199000,98,3,0,1,0
7171,house,195000,0,3,1,1,0
7172,house,225000,412,3,1,0,0
7173,house,395000,187,4,1,1,0
7174,house,475000,391,3,0,1,0
7175,house,325000,174,3,1,0,0
7177,house,295000,350,4,0,1,0
7179,house,365000,382,3,0,1,0
7181,house,399000,204,3,1,1,0
7182,house,395000,647,9,0,1,0
7183,apartment block,730000,102,10,0,0,0
7184,house,375000,644,4,1,1,0
7186,villa,640000,681,3,0,1,0
7187,house,389000,653,3,0,1,0
7188,house,305000,0,3,0,1,0
7189,house,510000,0,3,1,1,0
7190,house,399000,383,3,0,0,0
7191,house,399000,383,3,0,0,0
7192,house,195000,94,3,1,1,0
7193,house,364900,792,4,0,0,0
7194,apartment block,549000,0,4,0,1,0
7198,house,169000,241,3,0,1,0
7199,house,295000,320,3,0,0,0
7200,house,390000,157,3,0,0,0
7201,house,129000,210,2,0,0,0
7202,mixed use building,369000,89,3,1,0,0
7206,apartment block,240000,386,5,0,1,0
7207,house,160000,652,2,0,0,0
7220,house,369000,89,3,1,0,0
7222,exceptional property,720000,6100,4,0,0,1
7223,house,395000,1421,2,1,1,0
7224,house,289000,1115,3,1,1,0
7227,house,329000,372,3,0,1,0
7236,house,249000,728,5,0,0,0
7252,house,120000,45,4,0,0,0
7253,house,440000,650,4,0,0,0
7261,house,289900,213,3,0,1,0
7269,house,285750,290,4,0,1,0
7286,house,381820,394,3,0,0,0
7294,villa,195000,2661,5,1,0,0
7295,villa,195000,2661,5,1,0,0
7296,house,850000,2800,20,1,1,0
7297,villa,295000,735,5,1,1,0
7298,villa,434000,1426,6,1,1,0
7299,house,250000,1158,3,1,1,0
7301,house,500000,153,9,1,0,0
7305,house,275000,920,5,0,1,0
7307,house,260000,1340,3,1,1,0
7309,house,320000,705,4,0,0,0
7319,house,495000,701,3,0,1,0
7320,country cottage,148000,4161,2,1,1,0
7322,house,275000,874,4,1,1,0
7323,villa,245000,1342,3,0,0,0
7324,villa,245000,1342,3,0,0,0
7325,villa,450000,1100,4,0,1,0
7326,villa,285000,1793,3,1,0,0
7331,country cottage,108000,66,2,1,1,0
7338,villa,225000,1125,2,0,1,0
7348,house,190000,900,2,1,0,0
7355,house,199000,1263,3,1,1,0
7360,house,560000,2098,10,0,1,0
7395,house,230000,1168,3,0,0,0
7435,house,399000,437,3,0,1,0
7516,house,315000,1002,3,0,0,0
7639,house,275000,1048,3,0,1,0
7736,house,279000,830,4,0,0,0
7786,house,279000,2860,3,0,1,0
7857,apartment block,1395000,750,0,0,1,0
7939,villa,795000,1500,8,0,1,0
7975,farmhouse,335000,2034,3,0,0,0
8011,house,155000,1950,3,0,0,0
8046,house,289000,642,5,1,1,0
8165,house,265000,361,3,0,1,0
8215,house,349000,1032,4,0,0,0
8262,house,304900,219,3,0,0,0
8289,house,225000,238,3,1,0,0
8290,house,225000,250,3,1,0,0
