,House_Type,Price,Serface,No. of Bed-Room,AtticExists,TerraceExists,SwimmingPoolExists
5642,house,325000.0,1500.0,4.0,0,1,0
5643,apartment block,269000.0,55.0,5.0,0,1,0
5644,house,378000.0,1118.0,3.0,1,1,0
5646,house,639999.0,1060.0,6.0,0,0,0
5647,house,349000.0,235.0,4.0,0,0,1
5648,house,439000.0,200.0,3.0,0,1,0
5649,house,199000.0,1040.0,3.0,0,1,0
5650,house,100000.0,1135.0,4.0,1,0,0
5652,bungalow,390000.0,548.0,2.0,1,1,0
5653,mixed use building,399000.0,0.0,2.0,0,1,0
5654,house,170000.0,566.0,3.0,0,1,0
5655,house,495000.0,7861.0,3.0,0,1,0
5656,house,120000.0,120.0,4.0,0,1,0
5657,apartment block,235000.0,385.0,5.0,0,1,0
5659,house,350000.0,694.0,4.0,0,1,0
5660,bungalow,410000.0,0.0,3.0,0,1,0
5661,house,329500.0,1131.0,2.0,0,0,0
5662,house,205000.0,60.0,3.0,1,1,0
5664,house,470000.0,715.0,3.0,0,1,0
5665,house,319000.0,446.0,4.0,0,0,0
5666,house,770000.0,240.0,4.0,0,0,0
5668,house,775000.0,78.0,3.0,0,0,0
5669,villa,749000.0,930.0,5.0,0,1,0
5670,house,270000.0,155.0,3.0,0,0,0
5671,house,99000.0,156.0,2.0,0,0,0
5672,apartment block,520000.0,165.0,5.0,0,0,0
5673,house,625000.0,126.0,4.0,0,0,0
5674,house,315000.0,512.0,4.0,0,1,0
5675,house,339000.0,579.0,3.0,0,0,0
5677,house,280000.0,608.0,3.0,1,0,0
5678,house,430000.0,461.0,5.0,0,1,0
5682,house,345000.0,795.0,4.0,0,0,0
5684,apartment block,199000.0,200.0,3.0,0,1,0
5686,house,75000.0,110.0,3.0,1,0,0
5687,villa,365000.0,1257.0,5.0,1,1,0
5688,house,189000.0,266.0,5.0,0,0,0
5689,house,105000.0,117.0,4.0,0,0,0
5690,house,89000.0,134.0,2.0,0,1,0
5691,house,79000.0,31.0,2.0,0,0,0
5692,house,39000.0,30.0,1.0,0,0,0
5693,house,330000.0,1270.0,3.0,1,1,0
5694,house,179000.0,174.0,5.0,1,1,0
5695,exceptional property,649000.0,0.0,3.0,0,1,0
5697,house,285000.0,73.0,6.0,1,1,0
5698,house,368000.0,377.0,3.0,1,1,0
5699,house,368000.0,377.0,3.0,1,1,0
5700,house,119000.0,230.0,4.0,1,1,0
5701,mixed use building,325000.0,313.0,3.0,0,0,0
5702,house,675000.0,2732.0,2.0,0,1,0
5703,house,125000.0,0.0,3.0,1,1,0
5704,house,329000.0,738.0,3.0,1,1,0
5705,house,109000.0,160.0,2.0,1,1,0
5706,house,135000.0,0.0,2.0,0,0,0
5707,house,210000.0,0.0,3.0,0,1,0
5708,house,189000.0,90.0,6.0,1,0,0
5710,house,265000.0,210.0,3.0,0,1,0
5711,apartment block,495000.0,334.0,10.0,0,0,0
5712,house,299000.0,150.0,3.0,1,1,0
5713,house,150000.0,300.0,3.0,1,1,0
5714,country cottage,209000.0,703.0,3.0,0,0,0
5715,house,180000.0,224.0,2.0,1,1,0
5717,house,220000.0,490.0,3.0,1,0,0
5718,house,125000.0,0.0,3.0,0,0,0
5720,house,325000.0,75.0,4.0,0,1,0
5721,apartment block,1350000.0,1135.0,32.0,0,1,0
5722,house,399000.0,180.0,3.0,1,0,0
5723,house,295000.0,268.0,3.0,0,0,0
5724,country cottage,185000.0,575.0,3.0,0,0,0
5725,house,245000.0,140.0,4.0,1,1,0
5727,house,310000.0,255.0,3.0,0,1,0
5728,house,140000.0,87.0,2.0,0,0,0
5729,house,545000.0,575.0,3.0,0,1,0
5730,house,230000.0,105.0,2.0,0,1,0
5731,house,360000.0,334.0,3.0,1,1,0
5733,house,1095000.0,810.0,4.0,0,1,1
5735,house,329000.0,746.0,3.0,1,0,0
5736,house,290000.0,51.0,4.0,0,1,0
5737,house,490000.0,865.0,3.0,1,1,0
5738,house,150000.0,2053.0,6.0,0,0,0
5739,exceptional property,990000.0,4751.0,3.0,0,1,0
5741,house,185000.0,255.0,3.0,0,0,0
5742,apartment block,300000.0,290.0,6.0,1,0,0
5745,bungalow,219000.0,3250.0,2.0,0,1,0
5746,exceptional property,595000.0,409.0,4.0,0,1,0
5747,house,215000.0,299.0,4.0,1,0,0
5748,apartment block,625000.0,240.0,4.0,0,0,0
5749,house,400000.0,302.0,3.0,0,1,0
5750,house,145000.0,631.0,3.0,0,0,0
5751,house,135000.0,455.0,3.0,0,1,0
5752,house,340000.0,1978.0,3.0,0,1,0
5753,chalet,35000.0,853.0,2.0,0,0,0
5755,house,199500.0,80.0,4.0,0,0,0
5756,house,95000.0,0.0,3.0,1,1,0
5757,house,299000.0,568.0,3.0,1,0,0
5758,house,119900.0,120.0,2.0,1,1,0
5759,house,225000.0,400.0,5.0,0,1,0
5760,mixed use building,795000.0,650.0,0.0,0,0,0
5761,mixed use building,495000.0,0.0,0.0,0,0,0
5762,house,1599000.0,828.0,7.0,0,1,0
5763,villa,715000.0,699.0,4.0,0,1,0
5764,town house,259000.0,100.0,3.0,0,0,0
5765,house,245000.0,529.0,3.0,0,1,0
5766,house,361500.0,0.0,3.0,0,1,0
5767,house,645000.0,567.0,5.0,0,1,0
5768,house,240000.0,7260.0,3.0,0,1,0
5769,house,385000.0,209.0,3.0,0,0,0
5770,house,415000.0,322.0,3.0,0,0,0
5771,house,465000.0,544.0,3.0,0,0,0
5772,house,455000.0,425.0,3.0,0,0,0
5773,house,775000.0,1513.0,3.0,0,0,0
5774,villa,467000.0,2334.0,4.0,0,1,0
5776,house,400000.0,100.0,5.0,0,1,0
5777,house,392000.0,844.0,3.0,0,0,0
5778,house,295000.0,331.0,3.0,0,1,0
5779,villa,595000.0,683.0,3.0,0,0,0
5781,house,215000.0,175.0,3.0,0,0,0
5783,house,189000.0,400.0,3.0,0,0,0
5784,house,150000.0,369.0,4.0,0,0,0
5785,house,355000.0,347.0,3.0,0,1,0
5787,exceptional property,1050000.0,770.0,6.0,0,0,0
5788,villa,639000.0,850.0,3.0,0,0,1
5789,villa,1350000.0,43000.0,6.0,0,0,1
5790,villa,1995000.0,3680.0,4.0,0,0,0
5791,villa,519000.0,10375.0,4.0,0,1,0
5793,house,325000.0,2350.0,3.0,0,0,0
5794,house,440000.0,570.0,5.0,0,1,0
5796,apartment block,695000.0,338.0,4.0,0,0,0
5797,house,420000.0,1311.0,5.0,0,1,0
5800,house,525000.0,429.0,3.0,0,0,0
5801,house,315000.0,103.0,3.0,1,1,0
5802,apartment block,2375000.0,1115.0,6.0,0,1,0
5803,villa,325000.0,1830.0,4.0,0,1,0
5804,villa,525000.0,800.0,3.0,1,1,0
5805,house,215000.0,488.0,3.0,1,1,0
5806,house,340000.0,638.0,4.0,1,1,0
5807,house,349000.0,858.0,3.0,1,1,0
5808,house,649000.0,380.0,6.0,1,1,0
5809,apartment block,285000.0,73.0,6.0,1,1,0
5811,house,209000.0,190.0,3.0,0,1,0
5812,house,295000.0,300.0,4.0,1,1,0
5814,house,650000.0,1106.0,4.0,1,1,1
5815,house,229900.0,482.0,3.0,1,1,0
5816,apartment block,645000.0,96.0,4.0,1,1,0
5817,house,165000.0,140.0,2.0,1,1,0
5819,country cottage,439000.0,1774.0,3.0,1,1,0
5820,house,187000.0,0.0,2.0,0,0,0
5821,house,695000.0,0.0,6.0,0,1,0
5822,house,349000.0,246.0,3.0,0,0,0
5823,villa,1250000.0,4600.0,4.0,0,1,0
5824,house,389000.0,455.0,3.0,0,1,0
5826,house,299000.0,456.0,2.0,1,1,0
5828,house,519000.0,380.0,3.0,0,1,0
5829,house,400000.0,400.0,2.0,0,1,0
5830,house,349000.0,425.0,2.0,0,0,0
5831,house,325000.0,110.0,3.0,0,1,0
5832,house,352000.0,1266.0,3.0,1,1,0
5834,house,180000.0,1786.0,2.0,1,1,0
5836,villa,885000.0,1331.0,4.0,0,1,0
5837,bungalow,365000.0,752.0,3.0,0,1,0
5838,house,300000.0,248.0,3.0,0,1,0
5839,house,229000.0,131.0,4.0,0,0,0
5840,house,250000.0,180.0,4.0,0,1,0
5841,house,235000.0,230.0,2.0,0,0,0
5842,house,495000.0,478.0,3.0,0,1,0
5843,country cottage,495000.0,2064.0,4.0,0,0,0
5845,house,320000.0,280.0,3.0,0,0,0
5846,house,349000.0,534.0,3.0,0,0,0
5848,villa,455000.0,504.0,3.0,0,0,0
5849,house,215000.0,105.0,3.0,0,0,0
5850,house,220000.0,170.0,2.0,0,1,0
5851,house,399000.0,273.0,3.0,0,1,0
5852,house,400000.0,200.0,3.0,1,1,0
5853,house,275000.0,0.0,1.0,0,1,0
5854,house,239000.0,1048.0,3.0,0,0,0
5855,villa,399500.0,1150.0,4.0,1,1,0
5856,house,199000.0,12320.0,4.0,0,0,0
5858,house,285000.0,215.0,3.0,0,1,0
5859,house,184500.0,185.0,3.0,1,1,0
5861,house,429000.0,0.0,3.0,1,1,0
5862,house,629000.0,1293.0,4.0,0,1,0
5863,country cottage,358000.0,1347.0,7.0,0,1,0
5865,house,339000.0,675.0,3.0,0,0,0
5866,house,249000.0,310.0,4.0,0,0,0
5867,mixed use building,325000.0,0.0,3.0,1,1,0
5868,house,345000.0,126.0,3.0,1,1,0
5869,house,925000.0,2365.0,5.0,0,1,0
5870,house,425000.0,651.0,2.0,1,0,0
5871,town house,555000.0,469.0,4.0,1,1,0
5872,house,355000.0,279.0,3.0,1,1,0
5873,house,249000.0,170.0,4.0,0,1,0
5874,villa,1250000.0,16107.0,5.0,0,1,0
5875,house,165000.0,446.0,2.0,0,0,0
5876,house,165000.0,185.0,4.0,0,0,0
5877,bungalow,279000.0,826.0,3.0,1,1,0
5878,house,249000.0,1616.0,3.0,0,1,0
5880,apartment block,379000.0,209.0,10.0,0,1,0
5881,house,339000.0,230.0,4.0,0,1,0
5883,house,309000.0,315.0,3.0,0,1,0
5885,house,165000.0,256.0,3.0,1,1,0
5886,house,260000.0,1748.0,3.0,0,0,0
5887,apartment block,950000.0,170.0,7.0,0,0,0
5888,apartment block,895000.0,324.0,9.0,0,0,0
5891,house,299000.0,3700.0,1.0,0,1,0
5892,house,88000.0,375.0,4.0,1,0,0
5894,house,90000.0,369.0,4.0,1,0,0
5896,house,101000.0,212.0,4.0,1,0,0
5897,house,93000.0,149.0,3.0,0,0,0
5898,house,105000.0,250.0,3.0,0,0,0
5899,house,825000.0,1040.0,4.0,0,0,0
5900,house,89000.0,0.0,2.0,1,1,0
5902,house,765000.0,70.0,4.0,0,1,0
5903,house,325000.0,350.0,4.0,0,1,0
5905,bungalow,185000.0,631.0,2.0,0,0,0
5906,house,430000.0,438.0,3.0,0,1,0
5907,house,475000.0,883.0,3.0,0,1,0
5908,house,115000.0,205.0,3.0,0,1,0
5909,house,80000.0,117.0,4.0,0,0,0
5911,house,175000.0,2100.0,3.0,1,1,0
5912,apartment block,275000.0,1004.0,0.0,0,0,0
5914,house,349500.0,360.0,5.0,0,0,0
5916,house,449000.0,1539.0,5.0,0,0,0
5917,house,225000.0,68.0,2.0,0,1,0
5919,house,315000.0,1332.0,2.0,0,1,0
5920,house,158000.0,213.0,3.0,0,1,0
5921,house,129000.0,175.0,1.0,0,1,0
5923,house,235000.0,125.0,4.0,0,0,0
5924,house,130000.0,0.0,4.0,0,0,0
5925,house,160000.0,132.0,2.0,0,1,0
5926,apartment block,595000.0,62.0,3.0,0,0,0
5928,country cottage,550000.0,15633.0,3.0,0,1,1
5930,house,345000.0,1006.0,1.0,0,0,0
5931,house,50000.0,390.0,3.0,0,0,0
5932,house,230000.0,645.0,4.0,1,0,0
5933,house,375000.0,193.0,6.0,0,0,0
5934,house,299000.0,274.0,3.0,0,0,0
5936,house,129000.0,92.0,1.0,0,1,0
5937,country cottage,295000.0,2335.0,3.0,1,1,0
5938,bungalow,285000.0,736.0,2.0,0,0,0
5940,house,175000.0,260.0,2.0,0,1,0
5942,house,245000.0,0.0,4.0,0,1,0
5943,apartment block,2400000.0,0.0,0.0,0,1,0
5944,country cottage,465000.0,1275.0,5.0,1,0,0
5946,house,469000.0,95.0,6.0,0,0,0
5947,house,340000.0,212.0,3.0,0,0,0
5948,house,179000.0,1154.0,2.0,0,0,0
5949,house,279000.0,55.0,2.0,1,1,0
5950,house,750000.0,270.0,11.0,0,1,0
5951,house,259000.0,0.0,4.0,0,1,0
5952,house,260000.0,0.0,3.0,0,1,0
5953,house,280000.0,995.0,3.0,0,1,0
5954,house,389000.0,131.0,3.0,0,0,0
5955,house,220000.0,618.0,2.0,0,0,0
5956,house,565000.0,2955.0,6.0,0,1,0
5957,house,365000.0,275.0,3.0,0,0,0
5958,house,399000.0,292.0,3.0,1,1,0
5959,house,239000.0,60.0,2.0,0,0,0
5960,house,199000.0,287.0,2.0,1,1,0
5962,house,775000.0,5942.0,3.0,0,1,0
5964,house,280000.0,360.0,5.0,1,1,0
5966,house,489000.0,879.0,4.0,1,1,1
5967,villa,429000.0,510.0,4.0,0,1,0
5968,bungalow,219000.0,1650.0,3.0,0,1,0
5969,bungalow,170000.0,725.0,2.0,0,0,0
5970,house,339000.0,1050.0,3.0,0,1,0
5971,exceptional property,749000.0,160.0,3.0,1,1,0
5972,house,330000.0,110.0,3.0,0,1,0
5973,house,649000.0,14816.0,5.0,0,0,0
5974,villa,295000.0,900.0,3.0,1,0,0
5975,house,160000.0,371.0,3.0,1,1,0
5976,house,145000.0,190.0,3.0,0,1,0
5978,house,149000.0,276.0,3.0,1,1,0
5980,house,219000.0,190.0,3.0,0,1,0
5981,house,269000.0,1370.0,3.0,0,1,0
5983,villa,1150000.0,2270.0,4.0,0,1,0
5984,house,209000.0,110.0,2.0,0,1,0
5985,house,352200.0,170.0,3.0,0,1,0
5987,house,89000.0,38.0,1.0,0,0,0
5989,house,149000.0,350.0,4.0,1,1,0
5991,farmhouse,305000.0,14614.0,3.0,0,0,0
5992,apartment block,790000.0,350.0,5.0,0,1,0
5993,house,225000.0,1750.0,2.0,1,0,0
5994,house,710000.0,1900.0,5.0,0,1,0
5995,house,132000.0,295.0,3.0,0,0,0
5997,house,195000.0,222.0,3.0,1,1,0
5998,farmhouse,290000.0,11495.0,2.0,1,0,0
6000,house,150000.0,1210.0,4.0,0,0,0
6002,apartment block,470000.0,155.0,0.0,0,0,0
6004,apartment block,150000.0,1210.0,4.0,0,0,0
6006,house,800000.0,11159.0,5.0,0,1,0
6007,house,360000.0,349.0,3.0,0,1,0
6008,mansion,1450000.0,770.0,5.0,0,1,1
6009,house,260000.0,242.0,4.0,0,0,0
6010,house,353000.0,322.0,3.0,0,1,0
6011,house,449000.0,904.0,4.0,0,1,0
6012,house,435000.0,720.0,6.0,0,1,0
6013,house,620000.0,717.0,5.0,0,1,0
6014,house,315000.0,370.0,3.0,0,0,0
6015,house,229000.0,220.0,4.0,0,0,0
6016,country cottage,385000.0,931.0,3.0,0,0,0
6018,house,275000.0,498.0,3.0,0,0,0
6019,house,239000.0,336.0,3.0,0,0,0
6020,house,219950.0,88.0,3.0,0,0,0
6021,apartment block,845000.0,330.0,11.0,0,1,0
6023,mixed use building,210000.0,0.0,2.0,0,1,0
6024,house,425000.0,277.0,4.0,0,1,0
6026,house,85000.0,170.0,3.0,1,0,0
6027,house,399000.0,75.0,4.0,0,1,0
6028,house,299000.0,356.0,3.0,0,1,0
6029,house,100000.0,260.0,3.0,0,0,0
6030,house,155000.0,357.0,2.0,0,0,0
6032,house,140000.0,235.0,2.0,0,0,0
6033,apartment block,475000.0,224.0,3.0,1,1,0
6034,house,685000.0,0.0,3.0,1,1,0
6036,house,545000.0,1303.0,1.0,0,1,0
6037,house,625000.0,7758.0,10.0,0,1,0
6038,house,349000.0,339.0,3.0,0,1,0
6039,house,169000.0,0.0,2.0,0,1,0
6040,house,155000.0,150.0,2.0,0,0,0
6041,house,115000.0,160.0,3.0,0,0,0
6042,house,120000.0,850.0,2.0,0,1,0
6043,villa,1680000.0,2400.0,4.0,1,1,0
6044,country cottage,289000.0,988.0,3.0,0,1,0
6046,house,290000.0,252.0,3.0,1,1,0
6047,house,100000.0,100.0,4.0,0,0,0
6049,apartment block,299000.0,0.0,3.0,0,0,0
6050,house,125000.0,0.0,3.0,0,0,0
6052,apartment block,280000.0,0.0,0.0,0,1,0
6054,house,249999.0,500.0,4.0,0,1,0
6055,house,411000.0,306.0,3.0,0,1,0
6057,house,189000.0,407.0,3.0,0,1,0
6058,house,159000.0,184.0,2.0,0,0,0
6060,house,399000.0,135.0,6.0,0,0,0
6061,house,1599000.0,764.0,7.0,0,0,0
6062,house,379000.0,201.0,3.0,0,1,0
6063,mansion,299000.0,80.0,4.0,0,0,0
6064,house,290000.0,497.0,3.0,0,0,0
6065,house,275000.0,300.0,0.0,0,1,0
6066,mansion,1770000.0,189.0,5.0,0,0,0
6067,house,345000.0,109.0,3.0,1,1,0
6069,house,265000.0,661.0,4.0,0,1,0
6070,house,650000.0,0.0,9.0,0,0,0
6073,house,320000.0,563.0,3.0,0,0,0
6075,house,325000.0,163.0,2.0,0,0,0
6077,house,372000.0,0.0,3.0,0,1,0
6079,house,585000.0,645.0,2.0,0,1,0
6080,house,419000.0,220.0,3.0,0,0,0
6081,house,328000.0,148.0,4.0,0,0,0
6082,house,295000.0,373.0,3.0,0,1,0
6084,house,189500.0,234.0,3.0,0,0,0
6086,villa,425000.0,1850.0,5.0,0,1,0
6087,house,280000.0,88.0,5.0,0,0,0
6089,house,170000.0,375.0,4.0,0,0,0
6091,house,399000.0,0.0,4.0,0,0,0
6093,house,259000.0,61.0,1.0,0,1,0
6094,house,259000.0,105.0,3.0,0,1,0
6095,house,249000.0,218.0,6.0,0,0,0
6097,house,395000.0,282.0,4.0,0,0,0
6099,house,299000.0,556.0,4.0,1,0,0
6100,apartment block,497000.0,160.0,3.0,0,1,0
6102,mixed use building,497000.0,160.0,3.0,0,1,0
6103,bungalow,310000.0,623.0,3.0,0,0,0
6105,house,525000.0,1791.0,3.0,0,0,0
6106,house,199000.0,156.0,2.0,0,1,0
6107,apartment block,420000.0,280.0,9.0,0,1,0
6109,apartment block,129000.0,100.0,5.0,1,0,0
6110,house,339000.0,871.0,3.0,0,1,0
6111,apartment block,3100000.0,2665.0,0.0,0,1,0
6114,house,409000.0,692.0,4.0,0,1,1
6115,house,249000.0,84.0,3.0,0,1,0
6116,house,249000.0,501.0,5.0,0,1,0
6117,apartment block,399000.0,117.0,4.0,0,1,0
6119,villa,699000.0,1859.0,8.0,0,1,0
6120,house,199000.0,179.0,2.0,0,1,0
6121,house,299000.0,195.0,2.0,1,1,0
6123,house,449000.0,1377.0,4.0,0,0,0
6124,house,249999.0,500.0,4.0,0,1,0
6127,villa,2600000.0,1700.0,8.0,1,1,0
6128,house,359000.0,388.0,3.0,1,1,0
6129,house,220000.0,679.0,4.0,1,1,0
6130,house,235000.0,259.0,3.0,1,1,0
6131,house,249000.0,246.0,1.0,0,0,0
6132,house,420000.0,332.0,3.0,1,1,0
6133,house,199000.0,134.0,4.0,1,1,0
6134,house,185000.0,509.0,3.0,0,1,0
6135,house,299000.0,320.0,4.0,1,1,0
6136,house,285000.0,511.0,3.0,0,0,0
6138,house,325000.0,174.0,4.0,1,0,0
6139,house,165000.0,232.0,2.0,1,1,0
6140,villa,395000.0,550.0,3.0,0,0,0
6141,house,25000.0,30.0,1.0,0,0,0
6142,house,190000.0,385.0,2.0,0,1,0
6144,house,385000.0,2386.0,3.0,0,0,0
6146,bungalow,310000.0,686.0,2.0,1,1,0
6148,house,69500.0,85.0,1.0,0,1,0
6149,apartment block,710000.0,1900.0,5.0,0,1,0
6150,house,25000.0,35.0,2.0,1,0,0
6152,house,335000.0,250.0,4.0,0,1,0
6154,house,479000.0,297.0,4.0,0,0,0
6155,house,479000.0,297.0,4.0,0,0,0
6157,house,55000.0,512.0,2.0,1,0,0
6158,house,295000.0,0.0,4.0,1,1,1
6159,house,180000.0,100.0,2.0,0,1,0
6161,apartment block,230000.0,300.0,6.0,0,1,0
6162,house,140000.0,97.0,3.0,0,1,0
6164,house,315000.0,1070.0,2.0,0,0,1
6165,house,260000.0,292.0,4.0,0,1,0
6166,house,215000.0,141.0,3.0,0,0,0
6168,house,340000.0,0.0,2.0,0,1,0
6169,country cottage,200000.0,380.0,2.0,0,0,0
6170,house,316000.0,0.0,3.0,0,1,0
6171,house,205000.0,975.0,2.0,1,1,0
6172,house,261000.0,0.0,3.0,0,0,0
6173,house,299500.0,186.0,5.0,0,1,0
6175,house,189000.0,290.0,3.0,0,0,0
6177,house,140000.0,420.0,3.0,0,0,0
6179,house,149000.0,160.0,2.0,0,1,0
6181,house,189000.0,280.0,2.0,0,0,0
6182,house,95000.0,213.0,2.0,0,0,0
6183,house,690000.0,17800.0,5.0,0,1,0
6184,house,690000.0,17800.0,5.0,0,1,0
6185,house,315000.0,655.0,3.0,0,1,0
6186,house,435000.0,855.0,3.0,1,1,0
6187,house,15000.0,250.0,2.0,0,0,0
6188,house,199000.0,100.0,4.0,0,1,0
6189,house,190000.0,0.0,3.0,0,0,0
6190,house,469000.0,603.0,3.0,0,0,0
6191,house,250000.0,703.0,4.0,0,1,0
6192,house,225000.0,350.0,2.0,0,1,0
6193,house,295000.0,278.0,3.0,0,1,0
6194,house,350000.0,0.0,4.0,0,1,0
6195,country cottage,445000.0,1020.0,3.0,0,1,0
6196,house,899000.0,1409.0,4.0,0,0,0
6197,house,320000.0,95.0,2.0,0,1,0
6198,house,380000.0,503.0,2.0,0,1,0
6200,house,428000.0,281.0,4.0,0,1,0
6201,house,392000.0,163.0,4.0,0,1,0
6202,house,369500.0,126.0,4.0,0,1,0
6203,house,387500.0,130.0,4.0,0,1,0
6204,house,385000.0,1003.0,3.0,1,1,0
6205,house,225000.0,180.0,2.0,0,1,0
6208,house,380000.0,58.0,5.0,0,1,0
6209,apartment block,1050000.0,207.0,3.0,0,1,0
6210,house,259000.0,400.0,4.0,0,1,0
6211,house,250000.0,314.0,3.0,0,0,0
6212,house,275000.0,782.0,6.0,0,0,0
6213,bungalow,365000.0,816.0,3.0,0,0,0
6215,house,275000.0,1064.0,4.0,0,0,0
6216,house,419000.0,0.0,4.0,0,0,0
6217,house,419000.0,0.0,4.0,0,0,0
6219,town house,200000.0,80.0,1.0,0,0,0
6221,exceptional property,349000.0,1800.0,5.0,0,1,0
6222,house,329000.0,0.0,5.0,0,0,0
6223,house,545000.0,928.0,4.0,1,1,0
6224,house,399000.0,261.0,4.0,1,0,0
6225,house,890000.0,60.0,6.0,0,0,0
6226,house,339000.0,0.0,3.0,0,1,0
6227,house,335000.0,170.0,3.0,1,1,0
6228,house,420000.0,833.0,6.0,1,0,0
6229,house,145000.0,495.0,3.0,1,1,0
6230,house,795000.0,697.0,4.0,0,1,0
6231,house,348000.0,499.0,3.0,1,1,0
6232,house,238000.0,686.0,3.0,1,1,0
6234,house,265000.0,121.0,2.0,1,1,0
6235,house,220000.0,89205.0,4.0,1,0,0
6236,house,349000.0,550.0,4.0,1,1,0
6237,town house,369000.0,177.0,3.0,1,1,0
6238,bungalow,599000.0,1373.0,3.0,1,1,0
6239,house,695000.0,683.0,4.0,1,1,0
6240,bungalow,260000.0,1016.0,3.0,1,1,0
6241,mixed use building,349000.0,730.0,3.0,1,1,0
6242,apartment block,349000.0,730.0,3.0,1,1,0
6244,house,349000.0,730.0,3.0,1,1,0
6245,house,199000.0,0.0,2.0,0,0,0
6246,house,450000.0,1100.0,6.0,0,1,0
6247,house,159000.0,100.0,2.0,0,1,0
6249,house,350000.0,175.0,2.0,0,0,0
6250,house,15000.0,50.0,2.0,1,0,0
6251,house,349000.0,4082.0,2.0,1,0,0
6253,house,70000.0,50.0,1.0,0,0,0
6254,house,369500.0,1219.0,4.0,0,1,0
6255,mixed use building,362500.0,0.0,4.0,0,0,0
6256,house,499000.0,128.0,3.0,0,0,0
6257,house,499000.0,699.0,3.0,1,1,0
6258,country cottage,550000.0,2149.0,4.0,0,1,0
6259,apartment block,189000.0,150.0,4.0,1,0,0
6261,apartment block,158000.0,52.0,3.0,0,0,0
6263,apartment block,699000.0,245.0,4.0,0,1,0
6264,house,110000.0,102.0,4.0,0,1,0
6265,house,187000.0,0.0,5.0,0,1,0
6267,house,140000.0,188.0,3.0,1,1,0
6269,house,449000.0,351.0,5.0,1,1,0
6270,house,129900.0,120.0,2.0,1,0,0
6272,house,106900.0,450.0,2.0,1,1,0
6274,house,60000.0,310.0,4.0,0,1,0
6275,mansion,320000.0,710.0,5.0,1,1,0
6276,house,50000.0,130.0,2.0,1,0,0
6277,chalet,95000.0,1244.0,1.0,0,0,0
6279,house,269000.0,80.0,3.0,0,1,0
6280,house,275000.0,380.0,3.0,0,0,0
6281,mansion,785000.0,340.0,6.0,0,0,0
6282,house,329000.0,70.0,3.0,0,0,0
6283,house,339000.0,200.0,3.0,0,0,0
6284,house,269000.0,240.0,3.0,0,1,0
6286,house,224000.0,232.0,4.0,0,0,0
6287,house,259000.0,275.0,3.0,0,1,0
6289,house,575000.0,43.0,3.0,0,0,0
6291,house,309000.0,47.0,3.0,0,0,0
6292,house,290000.0,1188.0,3.0,0,0,0
6293,house,130000.0,875.0,3.0,1,1,0
6294,house,395000.0,825.0,3.0,0,1,0
6295,farmhouse,460000.0,0.0,5.0,1,0,0
6297,house,359000.0,0.0,4.0,1,0,0
6298,villa,492000.0,1262.0,2.0,0,0,0
6299,house,175000.0,1550.0,2.0,1,0,0
6300,house,275000.0,415.0,1.0,1,1,0
6301,house,70000.0,103.0,4.0,0,0,0
6303,villa,3500000.0,5000.0,6.0,0,1,0
6304,house,350000.0,178.0,4.0,0,1,0
6305,house,325000.0,64.0,3.0,0,1,0
6306,exceptional property,529000.0,151.0,3.0,1,1,0
6307,house,459000.0,250.0,2.0,1,1,1
6308,country cottage,200000.0,200.0,2.0,0,0,0
6309,house,399000.0,100.0,4.0,0,1,0
6310,house,397000.0,688.0,3.0,0,1,0
6311,house,488000.0,0.0,3.0,0,1,0
6312,house,335000.0,58.0,4.0,1,0,0
6313,country cottage,410000.0,1583.0,4.0,0,0,0
6314,house,895000.0,160.0,4.0,0,1,0
6315,house,235000.0,430.0,3.0,1,0,0
6317,house,399000.0,599.0,3.0,0,1,0
6318,house,349000.0,723.0,3.0,1,0,0
6319,house,275000.0,267.0,3.0,0,0,0
6320,house,329000.0,97.0,5.0,0,0,0
6322,mansion,2295000.0,3348.0,5.0,0,1,0
6323,house,289000.0,768.0,2.0,0,0,0
6324,house,770000.0,54.0,4.0,0,1,0
6325,house,329000.0,155.0,3.0,0,1,0
6326,villa,429000.0,692.0,3.0,0,1,0
6327,villa,1145000.0,1991.0,5.0,0,0,0
6328,villa,1285000.0,1514.0,5.0,0,0,0
6329,house,309000.0,119.0,3.0,0,0,0
6330,house,249000.0,90.0,3.0,0,0,0
6331,house,199000.0,109.0,2.0,0,0,0
6332,house,338000.0,380.0,3.0,0,0,0
6333,house,389000.0,297.0,4.0,1,1,0
6335,house,280000.0,620.0,4.0,1,0,0
6336,house,349000.0,1460.0,2.0,1,1,0
6337,house,779000.0,39247.0,3.0,1,1,0
6339,house,330000.0,811.0,4.0,1,1,0
6340,house,360000.0,530.0,3.0,0,1,0
6341,house,179000.0,362.0,5.0,1,1,0
6342,house,189000.0,150.0,4.0,1,0,0
6343,house,375000.0,561.0,3.0,1,1,0
6344,exceptional property,1300000.0,275.0,6.0,0,1,0
6345,exceptional property,550000.0,275.0,6.0,0,1,0
6346,house,235000.0,189.0,2.0,0,1,0
6348,house,235000.0,189.0,2.0,0,1,0
6350,house,260000.0,300.0,4.0,1,1,0
6351,house,165000.0,571.0,3.0,1,1,0
6352,house,90000.0,74.0,1.0,0,1,0
6353,house,675000.0,65.0,3.0,0,1,0
6354,bungalow,349000.0,403.0,3.0,1,1,0
